Book_name,Price,Availability,UPC,Genre,Image_URL,Book_URL
The Epidemic (The Program 0.6),,In stock (12 available),f732d7d18a91d2ba,Young Adult,https://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),,In stock (14 available),41164b8ac02a2c42,Young Adult,https://books.toscrape.com/media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,,In stock (12 available),f40fea200e0c644f,Nonfiction,https://books.toscrape.com/media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
The Improbability of Love,,In stock (11 available),437d8dea9272d0a9,Fiction,https://books.toscrape.com/media/cache/7c/c3/7cc38fa8812d931bf38b10b7d91b4266.jpg,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html
"The Sleep Revolution: Transforming Your Life, One Night at a Time",,In stock (11 available),985991708c47003e,Nonfiction,https://books.toscrape.com/media/cache/b7/6a/b76a8c5c12390d9259b6235115ebf024.jpg,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
Furiously Happy: A Funny Book About Horrible Things,,In stock (12 available),c6a29d6df8de968c,Nonfiction,https://books.toscrape.com/media/cache/28/4c/284c3b0cbb254825f5bfd60e89d936af.jpg,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
"Mother, Can You Not?",,In stock (11 available),28b2df9fadc9f07e,Nonfiction,https://books.toscrape.com/media/cache/88/b4/88b464746c5882cc605827a0521ddcea.jpg,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
A Mother's Reckoning: Living in the Aftermath of Tragedy,,In stock (11 available),2b69dec0193511d9,Nonfiction,https://books.toscrape.com/media/cache/32/86/32861b2d37c7b8da7bbce3a86a27123b.jpg,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",,In stock (10 available),34669b2e9d407d3a,Nonfiction,https://books.toscrape.com/media/cache/dd/89/dd8974991a279418738f38d5561979c4.jpg,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
Stars Above (The Lunar Chronicles #4.5),,In stock (12 available),b63ea3f7a57ae099,Young Adult,https://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
Dear Mr. Knightley,,In stock (14 available),94a958ea126cdcd5,Fiction,https://books.toscrape.com/media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),,In stock (14 available),3c6fe637a0180b01,Fantasy,https://books.toscrape.com/media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
Cometh the Hour (The Clifton Chronicles #6),,In stock (14 available),28cf0d1c51b491e5,Fiction,https://books.toscrape.com/media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
Don't Get Caught,,In stock (14 available),ad2887ce04583910,Young Adult,https://books.toscrape.com/media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Daily Fantasy Sports,,In stock (14 available),0e94a089328be4bc,Default,https://books.toscrape.com/media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
El Deafo,,In stock (14 available),27c5968fe43cc06e,Sequential Art,https://books.toscrape.com/media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg,https://books.toscrape.com/catalogue/el-deafo_691/index.html
Eight Hundred Grapes,,In stock (14 available),1d6dd0c87d90fe92,Fiction,https://books.toscrape.com/media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
Balloon Animals,,In stock (14 available),9b65f676984c9f0c,Fiction,https://books.toscrape.com/media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
The Silent Sister (Riley MacPherson #1),,In stock (12 available),ce1ae197ada2aec4,Fiction,https://books.toscrape.com/media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
Every Last Word,,In stock (14 available),a2bd4ca82d908442,Default,https://books.toscrape.com/media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg,https://books.toscrape.com/catalogue/every-last-word_693/index.html
A Man Called Ove,,In stock (14 available),8682c03de6a844ff,Fiction,https://books.toscrape.com/media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
The Dinner Party,,In stock (12 available),c6ca293d4810e0d5,Fiction,https://books.toscrape.com/media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
My Kind of Crazy,,In stock (14 available),137b0b2775701e11,Young Adult,https://books.toscrape.com/media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Charlie and the Chocolate Factory (Charlie Bucket #1),,In stock (1 available),1774749f2cee292f,Childrens,https://books.toscrape.com/media/cache/96/df/96dfbe6533f9705d2cdccc16310910ee.jpg,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
Greek Mythic History,,In stock (14 available),f201f263d8c23f97,Default,https://books.toscrape.com/media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
Inferno (Robert Langdon #4),,In stock (3 available),6c4646d90b60a56c,Fiction,https://books.toscrape.com/media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
Crazy Rich Asians (Crazy Rich Asians #1),,In stock (3 available),c9782ad2a0ed9331,Fiction,https://books.toscrape.com/media/cache/05/37/053789bf4a9b520bf76fc9eea14e780e.jpg,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
Big Little Lies,,In stock (3 available),d3f9c4539c0caa64,Fiction,https://books.toscrape.com/media/cache/c5/3f/c53fd6a9300ac091351e3830273a4d42.jpg,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
The Course of Love,,In stock (2 available),f3c76b53b239f511,Fiction,https://books.toscrape.com/media/cache/c9/b9/c9b9ce0ea36cc737d1693ac89c5d0361.jpg,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
What's It Like in Space?: Stories from Astronauts Who've Been There,,In stock (14 available),6fd646a334e6e133,Nonfiction,https://books.toscrape.com/media/cache/96/6f/966f1fe13d231041bb516c281a675646.jpg,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
The Lonely City: Adventures in the Art of Being Alone,,In stock (12 available),582a21a1dbbef3cf,Nonfiction,https://books.toscrape.com/media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Diary of a Young Girl,,In stock (12 available),54fc03f1e1d355db,Nonfiction,https://books.toscrape.com/media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",,In stock (14 available),92275cedf6d8ee15,Sequential Art,https://books.toscrape.com/media/cache/3e/61/3e611e2228ffe66b05f202cd3da0359c.jpg,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
Angels & Demons (Robert Langdon #1),,In stock (14 available),ad41c24ccac0c7ce,Default,https://books.toscrape.com/media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
Art Ops Vol. 1,,In stock (14 available),ffdc825785c0ede8,Sequential Art,https://books.toscrape.com/media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
Batman: Europa,,In stock (14 available),bf68dcb5fad3cc8c,Sequential Art,https://books.toscrape.com/media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg,https://books.toscrape.com/catalogue/batman-europa_668/index.html
Listen to Me (Fusion #1),,In stock (1 available),6e712ea24e77bd96,Romance,https://books.toscrape.com/media/cache/98/85/9885b87053dcd05803ef58e9817e935a.jpg,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html
"Carry On, Warrior: Thoughts on Life Unarmed",,In stock (14 available),1b0fc9f777cad045,Default,https://books.toscrape.com/media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Imperfect Harmony,,In stock (1 available),f28f7299d38c0932,Romance,https://books.toscrape.com/media/cache/f1/49/f1498baf6cb055e0a9188d5e57c5f686.jpg,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html
Carrie,,In stock (14 available),5f22418922fa728b,Default,https://books.toscrape.com/media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg,https://books.toscrape.com/catalogue/carrie_671/index.html
City of Ashes (The Mortal Instruments #2),,In stock (14 available),8a6ec2761f91dad2,Default,https://books.toscrape.com/media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
Fighting Fate (Fighting #6),,In stock (1 available),6390772a3094939d,Romance,https://books.toscrape.com/media/cache/ba/a6/baa64eeda5e10952da4610f8efc1be76.jpg,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html
Deep Under (Walker Security #1),,In stock (1 available),0072b94dfa30608e,Romance,https://books.toscrape.com/media/cache/b6/bd/b6bd7cd6500f96e717c147deb8d89af2.jpg,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html
City of Bones (The Mortal Instruments #1),,In stock (14 available),5b987e54ee72525c,Default,https://books.toscrape.com/media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
Charity's Cross (Charles Towne Belles #4),,In stock (1 available),a96404cb928895f3,Romance,https://books.toscrape.com/media/cache/b6/42/b642b7415804929612c29d87656edea1.jpg,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html
City of Glass (The Mortal Instruments #3),,In stock (14 available),966ebb738e0f9d9b,Fantasy,https://books.toscrape.com/media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
Bounty (Colorado Mountain #7),,In stock (1 available),abc0b15f2c907ff0,Romance,https://books.toscrape.com/media/cache/7d/18/7d18f04705f25aa7659b2aa6153c1a4f.jpg,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html
City of Fallen Angels (The Mortal Instruments #4),,In stock (14 available),1e264c677d4ee4ae,Default,https://books.toscrape.com/media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
The Infinities,,In stock (3 available),554e9e2d532b3a87,Fiction,https://books.toscrape.com/media/cache/c8/9e/c89ec72cf70f8d37e049223b90708a5a.jpg,https://books.toscrape.com/catalogue/the-infinities_257/index.html
The Da Vinci Code (Robert Langdon #2),,In stock (3 available),dabf11918b48b40c,Fiction,https://books.toscrape.com/media/cache/90/81/90810ccd85e7f49b9040246800a19b44.jpg,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html
The Art of Fielding,,In stock (3 available),2858ac90c4758e1f,Fiction,https://books.toscrape.com/media/cache/8a/fe/8afee4ecfc952010bcb70f72e4728d16.jpg,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
Jurassic Park (Jurassic Park #1),,In stock (3 available),a0dd11f6abc421ec,Fiction,https://books.toscrape.com/media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
The Husband's Secret,,In stock (3 available),ff6bb30dd0c482a6,Fiction,https://books.toscrape.com/media/cache/95/27/9527e680e56bb3f8d9bf4e8882a3b723.jpg,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html
Lila (Gilead #3),,In stock (3 available),4ef75307fb64e2ad,Fiction,https://books.toscrape.com/media/cache/9b/37/9b37bcfb1a44dabbef36f5bf899df4b0.jpg,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,,In stock (14 available),44a10f1ac8ce822e,Nonfiction,https://books.toscrape.com/media/cache/e3/d5/e3d59328474571d53aad7d07144e2ef0.jpg,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
Clockwork Angel (The Infernal Devices #1),,In stock (14 available),42b0c50fc44140ec,Default,https://books.toscrape.com/media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
Searching for Meaning in Gailana,,In stock (13 available),2f0213137a80d485,Fantasy,https://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
Reservations for Two,,In stock (3 available),ecdf73ee66c33b17,Romance,https://books.toscrape.com/media/cache/7a/13/7a13d10c37d4b975145bfa493f69fbf0.jpg,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html
The Star-Touched Queen,,In stock (12 available),4a7a25be293ad678,Fantasy,https://books.toscrape.com/media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
"The Three Searches, Meaning, and the Story",,In stock (13 available),ac5e0d3938caf686,Default,https://books.toscrape.com/media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Best of My Love (Fool's Gold #20),,In stock (3 available),67dea6c75d6a1075,Romance,https://books.toscrape.com/media/cache/c1/0a/c10a83087db24c35f88555f2b8511e9e.jpg,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,,In stock (12 available),148715df5a02ea5e,Science,https://books.toscrape.com/media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
Where Lightning Strikes (Bleeding Stars #3),,In stock (1 available),def389ddfda6991b,Romance,https://books.toscrape.com/media/cache/a3/50/a35037c93fbc48a1a62dc74c71f62779.jpg,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html
This One Moment (Pushing Limits #1),,In stock (1 available),d6d98d3508c30f57,Romance,https://books.toscrape.com/media/cache/bb/8b/bb8b7e644c005aba53d55240b54952ae.jpg,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",,In stock (14 available),5319169a72714c62,Sequential Art,https://books.toscrape.com/media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
Big Magic: Creative Living Beyond Fear,,In stock (15 available),1f329c2e7d7de8bd,Nonfiction,https://books.toscrape.com/media/cache/78/a6/78a64cdef1ea38f3ddcc77f5e3fac5fd.jpg,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
My Perfect Mistake (Over the Top #1),,In stock (1 available),fd78f89878479f56,Romance,https://books.toscrape.com/media/cache/2e/fa/2efa13faabc899f61c2a181ab0de7ef8.jpg,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",,In stock (15 available),3b9a3b4624b7fd6d,Nonfiction,https://books.toscrape.com/media/cache/38/ea/38ea04e1e16ebef78fd2595771fe2287.jpg,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
My Kitchen Year: 136 Recipes That Saved My Life,,In stock (13 available),8bbd7df8a324f31d,Food and Drink,https://books.toscrape.com/media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
Chasing Heaven: What Dying Taught Me About Living,,In stock (15 available),513271dadc1322ae,Spirituality,https://books.toscrape.com/media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
"Rhythm, Chord & Malykhin",,In stock (1 available),9efb397067eb7e8a,Romance,https://books.toscrape.com/media/cache/1e/c9/1ec952e4d14d37dc7b6d74fa07f1ea37.jpg,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html
Siddhartha,,In stock (5 available),84bb29c53592ac40,Fiction,https://books.toscrape.com/media/cache/6b/5f/6b5fba0f415741ab61c0cf24d11933ab.jpg,https://books.toscrape.com/catalogue/siddhartha_393/index.html
Digital Fortress,,In stock (5 available),94bb629a3f6dd00b,Fiction,https://books.toscrape.com/media/cache/86/78/86786e20ec80b5b3ec66657870750b73.jpg,https://books.toscrape.com/catalogue/digital-fortress_369/index.html
The Nightingale,,In stock (3 available),29d6d87f3418638b,Fiction,https://books.toscrape.com/media/cache/c6/ac/c6ac29eaf9e7de9de175d014d2132428.jpg,https://books.toscrape.com/catalogue/the-nightingale_267/index.html
Last One Home (New Beginnings #1),,In stock (5 available),07e6810fd3236bda,Fiction,https://books.toscrape.com/media/cache/0b/98/0b98d840b298be76c1a982a8d1f4688f.jpg,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
Three-Martini Lunch,,In stock (3 available),57f755143ee96fd4,Fiction,https://books.toscrape.com/media/cache/fc/c2/fcc2f183dde593b991e01585f5df1e09.jpg,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html
Atlas Shrugged,,In stock (4 available),78a4ac98191ac675,Fiction,https://books.toscrape.com/media/cache/9d/3c/9d3c5430a627260e4a8c9ca02c8a8924.jpg,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",,In stock (12 available),a4eef523118805ef,Food and Drink,https://books.toscrape.com/media/cache/f4/9c/f49c0d70aedc01b5eb0988d35c77550c.jpg,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
Cravings: Recipes for What You Want to Eat,,In stock (11 available),2587c54f5530dafc,Food and Drink,https://books.toscrape.com/media/cache/7d/b4/7db4a7faaa0ea5134cabbb517bdd6cc7.jpg,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
How to Speak Golf: An Illustrated Guide to Links Lingo,,In stock (12 available),b978c9852cde91bd,Default,https://books.toscrape.com/media/cache/43/19/4319716fa8ee2c315d07dc3c9c6762d2.jpg,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
One with You (Crossfire #5),,In stock (12 available),81ef44fcc5f454df,Add a comment,https://books.toscrape.com/media/cache/98/f8/98f8b3354fc18ed6f42ff5c3f9b39056.jpg,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
Raspberry Pi Electronics Projects for the Evil Genius,,In stock (12 available),ebf81a62e4798fd1,Default,https://books.toscrape.com/media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
No Love Allowed (Dodge Cove #1),,In stock (12 available),db84624b151cbe06,Young Adult,https://books.toscrape.com/media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,,In stock (12 available),8976d9161c027142,Business,https://books.toscrape.com/media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
"Fruits Basket, Vol. 9 (Fruits Basket #9)",,In stock (9 available),97187f5cf0385da3,Sequential Art,https://books.toscrape.com/media/cache/3f/97/3f97ab9d27352e8dd24671c945b1c5ac.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
The Children,,In stock (12 available),64fd010bf8d15096,Add a comment,https://books.toscrape.com/media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,https://books.toscrape.com/catalogue/the-children_633/index.html
The Obsession,,In stock (3 available),ee441c8e027caa66,Romance,https://books.toscrape.com/media/cache/a6/38/a63804d7adf6fb90b70b226702cb4f7b.jpg,https://books.toscrape.com/catalogue/the-obsession_268/index.html
Roller Girl,,In stock (8 available),aeb51dfbe8aeec59,Sequential Art,https://books.toscrape.com/media/cache/cf/cf/cfcfb88039ddab7d4ae399246529e401.jpg,https://books.toscrape.com/catalogue/roller-girl_540/index.html
A Walk to Remember,,In stock (4 available),aead11697d14ea36,Romance,https://books.toscrape.com/media/cache/fe/a9/fea9278c15f5ad41f5d478196cf4132d.jpg,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
The Purest Hook (Second Circle Tattoos #3),,In stock (3 available),969f6c7e86554814,Romance,https://books.toscrape.com/media/cache/c2/9d/c29dbb9c163edb0e885f897063d619f3.jpg,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html
32 Yolks,,In stock (8 available),b1a227b7609ff263,Food and Drink,https://books.toscrape.com/media/cache/76/03/76038c9e795babed29d370097247c9a6.jpg,https://books.toscrape.com/catalogue/32-yolks_510/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,,In stock (12 available),3063c7e95d0bf76f,Add a comment,https://books.toscrape.com/media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",,In stock (9 available),65cfc9f242c2984a,Food and Drink,https://books.toscrape.com/media/cache/c1/87/c187a9eb27d932f862ac06beec15c24c.jpg,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
Poems That Make Grown Women Cry,,In stock (15 available),31001a1210623bd4,Poetry,https://books.toscrape.com/media/cache/18/ac/18ac3f16b10a5fc47e603d93335e3f24.jpg,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
"Saga, Volume 2 (Saga (Collected Editions) #2)",,In stock (2 available),9189fd009df41d0e,Sequential Art,https://books.toscrape.com/media/cache/bd/1e/bd1e9e86b838676121bc4954ab40712a.jpg,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html
"Fruits Basket, Vol. 2 (Fruits Basket #2)",,In stock (2 available),c0db71f6bb14db11,Sequential Art,https://books.toscrape.com/media/cache/87/36/8736be56d958f5d8d855108afb206c9f.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html
Deception Point,,In stock (6 available),4e3b183180e2a992,Fiction,https://books.toscrape.com/media/cache/65/6d/656d264685962b55ff14fb310b0ae747.jpg,https://books.toscrape.com/catalogue/deception-point_426/index.html
The Little Paris Bookshop,,In stock (5 available),dfd9ff1f343cdaff,Fiction,https://books.toscrape.com/media/cache/ed/25/ed2540d08b66683313ffee9241bfd926.jpg,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
The Firm,,In stock (5 available),ad84f18659e6bfe2,Fiction,https://books.toscrape.com/media/cache/30/64/3064d8c687f770efea3fabeac0cd2d6f.jpg,https://books.toscrape.com/catalogue/the-firm_404/index.html
The Expatriates,,In stock (5 available),fe7210553d56c097,Fiction,https://books.toscrape.com/media/cache/4a/96/4a96cd8c43ea6c74d5b8d9ce1d47c187.jpg,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,,In stock (15 available),d9c643fa1fc57bdb,Default,https://books.toscrape.com/media/cache/a4/10/a4108800f6337c5aa13b104b252d52b8.jpg,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
Romero and Juliet: A Tragic Tale of Love and Zombies,,In stock (15 available),e656e280bc8edd56,Default,https://books.toscrape.com/media/cache/21/bc/21bc2104d32569a0dbbb81923480d749.jpg,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
Eragon (The Inheritance Cycle #1),,In stock (3 available),b843f52a986a2914,Fantasy,https://books.toscrape.com/media/cache/8e/5a/8e5a6639c7e2f9b59ff15f04a3b055e1.jpg,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Troublemaker: Surviving Hollywood and Scientology,,In stock (11 available),515cb8fcafb1ad98,Default,https://books.toscrape.com/media/cache/b3/f9/b3f9298d93e133db3e178d7c2d4130af.jpg,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
The Art of Startup Fundraising,,In stock (11 available),1c584f82a7a1c4f0,Business,https://books.toscrape.com/media/cache/67/e8/67e81a7a82578a919a48816330836090.jpg,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
